date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:56:14	169050/169050	---M-Z	200	added ('OK')	text/html	date:Wed,%2010%20Mar%202021%2001:56:03%20GMT	https://www.devmedia.com.br/html-basico-codigos-html/16596	D:/parte2-backend/back-end/www.devmedia.com.br/html-basico-codigos-html/16596.html	(from )
22:56:14	641/641	---M-Z	200	added ('OK')	text/plain	etag:%2259521257309d71:0%22	https://www.devmedia.com.br/robots.txt		(from )
22:56:16	3694/3694	---M--	200	added ('OK')	image/png	etag:%2280f870db1ec4ce1:0%22	http://www.devmedia.com.br/imagens/2013/Devmedia72x.png	D:/parte2-backend/back-end/www.devmedia.com.br/imagens/2013/Devmedia72x.png	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:16	10487/10487	---M--	200	added ('OK')	image/png	etag:%228098114855d6ce1:0%22	http://www.devmedia.com.br/favicon.png	D:/parte2-backend/back-end/www.devmedia.com.br/favicon.png	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:16	6276/6276	---M--	200	added ('OK')	image/png	etag:%22024c4e61ec4ce1:0%22	http://www.devmedia.com.br/imagens/2013/Devmedia114x.png	D:/parte2-backend/back-end/www.devmedia.com.br/imagens/2013/Devmedia114x.png	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:16	69971/69971	---M-Z	200	added ('OK')	text/css	etag:%2207eea2891bed61:0%22	http://www.devmedia.com.br/css/2013/devmedia-header-footer.min.css?d=73.76	D:/parte2-backend/back-end/www.devmedia.com.br/css/2013/devmedia-header-footer.min1b65.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:17	3975/3975	---M-Z	200	added ('OK')	text/css	etag:%22806eb37dfcced61:0%22	http://www.devmedia.com.br/perfil/css/preview.css?i=73.76	D:/parte2-backend/back-end/www.devmedia.com.br/perfil/css/preview7719.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:17	7119/7119	---M--	200	added ('OK')	image/png	etag:%22804f17f21ec4ce1:0%22	http://www.devmedia.com.br/imagens/2013/Devmedia129x.png	D:/parte2-backend/back-end/www.devmedia.com.br/imagens/2013/Devmedia129x.png	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:20	107355/107355	---M--	200	added ('OK')	image/png	etag:%221a35b-55c8afff2fe63%22	http://arquivo.devmedia.com.br/marketing/img/guia-html-38051.png	D:/parte2-backend/back-end/arquivo.devmedia.com.br/marketing/img/guia-html-38051.png	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:20	4661/4661	---M-Z	200	added ('OK')	text/css	etag:%22df47a04a2961d61:0%22	https://www.devmedia.com.br/css/2013/prism-dark.css	D:/parte2-backend/back-end/www.devmedia.com.br/css/2013/prism-dark.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:21	684/684	---M-Z	200	added ('OK')	text/css	etag:%225eb03fac-2ac%22	https://cdnjs.cloudflare.com/ajax/libs/prism/1.20.0/plugins/line-numbers/prism-line-numbers.min.css	D:/parte2-backend/back-end/cdnjs.cloudflare.com/ajax/libs/prism/1.20.0/plugins/line-numbers/prism-line-numbers.min.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:22	4258/4258	---M-Z	200	added ('OK')	text/css	etag:%220b618e971dd61:0%22	http://www.devmedia.com.br/view/css/slider.css?5,77	D:/parte2-backend/back-end/www.devmedia.com.br/view/css/slider6ea6.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:22	42839/42839	---M-Z	200	added ('OK')	text/css	etag:%2209ed6ac8c3cd21:0%22	http://www.devmedia.com.br/exemplos/css/jquery.mCustomScrollbar.min.css	D:/parte2-backend/back-end/www.devmedia.com.br/exemplos/css/jquery.mCustomScrollbar.min.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:22	85288/85288	---M-Z	200	added ('OK')	text/css	etag:%220ff7e696214d71:0%22	http://www.devmedia.com.br/view/css/viewcomp.css?5,77	D:/parte2-backend/back-end/www.devmedia.com.br/view/css/viewcomp6ea6.css	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
22:56:22	92979/92979	---M-Z	200	added ('OK')	application/x-javascript	etag:%22abf9533953e6d41:0%22	http://www.devmedia.com.br/js/jquery.min.js	D:/parte2-backend/back-end/www.devmedia.com.br/js/jquery.min.js	(from https://www.devmedia.com.br/html-basico-codigos-html/16596)
